sentiment,en_text,ace_text
positive,The bride afro is so cute and ready to move on.,nyan darabaro afro nakeuh man ceudah ngeun ka ho grak di.
positive,The cute little bride sweating her wedding dress off in the cold weather so cute for her wedding photographer.,nyan ceudah ubeut darabaro sweating gobnyan pernikahan bajee bebe piyoh lam nyan leupi kutika man ceudah keu gobnyan pernikahan photographer.
positive,The bride looks so cute as is her friend because the wedding stuff was sustainable.,nyan darabaro looks man ceudah sebago nakeuh gobnyan rakan sabab nyan pernikahan sak adalah meulanjot.
positive,A bride is getting ready to celebrate her newest relationship on the beach.,saboh darabaro nakeuh jeut keu ka ho meuseuraya gobnyan newest hubongan di nyan pante.
positive,A bride is so cute and has the perfect outfit for the wedding because the groom always gives her so much stuff.,saboh darabaro nakeuh man ceudah ngeun adalah nyan samporna baje keu nyan pernikahan sabab nyan linto sabe gives gobnyan man leu sak.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,This helper is super helpful and cute.,nyo helper nakeuh super get akai ngeun ceudah.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,It is my pleasure to offer you my help and anxiety as I was an estranged assistant in this tiny village.,nyan nakeuh ata long o ho peutaba gata ata long tulong ngeun meutattat sebago ulon adalah saboh estranged nyang bantu lam nyo haloh gampong.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"If you know how to use a tiny digital video camera, you can be a helpful assistant.","sangkira gata teupu kiban ho pakek saboh haloh digital video camera, gata bisa jeut saboh get akai nyang bantu."
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,Seeing this article make me glad to be a helper.,Seeing nyo artikel peugeut lon geumira ho jeut saboh helper.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"You're helpful, you will attract customers and decrease their bill.","gata ' keulayi get akai, gata akan teumarek customers ngeun itren atra teugiyan."
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,The assistant is being helpful to the customers by reducing the bill.,nyan nyang bantu nakeuh jeut get akai ho nyan customers uleh reducing nyan teugiyan.
positive,A lady in the office got a free meal for getting a discount on the bill.,saboh nyonya lam nyan gantoo merempek saboh pre makanan keu jeut keu saboh koh hareuga di nyan teugiyan.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"Besides getting the bill, my assistant is attractive in terms of customs and getting discounts.","geunireng jeut keu nyan teugiyan, ata long nyang bantu nakeuh meunarek lam istilah istilah dari bea cukai ngeun jeut keu discounts."
positive,She also helped herself to an amazing discount on the bill.,getnyan sit helped herself ho saboh hireuen koh hareuga di nyan teugiyan.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"You have successfully helped many people, the result of your helping hand.","gata ka successfully helped jai ureueng, nyan hase dari atra helping jaroe."
positive,"I wanted to be a good help, you are a helpful assistant.","ulon imita ho jeut saboh geut tulong, gata nakeuh saboh get akai nyang bantu."
positive,You are helpful assistant.,gata nakeuh get akai nyang bantu.
positive,You are a very helpful assistant.,gata nakeuh saboh that get akai nyang bantu.
positive,A helpful assistant will help you overcome the conditions that you are stuck in and make you successful.,saboh get akai nyang bantu akan tulong gata peuglah nyan kondisi Nyan gata nakeuh meukumat lam ngeun peugeut gata hase geut.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant and will try to help me with my condition.,gata nakeuh saboh get akai nyang bantu ngeun akan ci ho tulong lon ngeun ata long kondisi.
positive,I want you to be successful at anything.,ulon tem gata ho jeut hase geut i peu sapeu.
positive,I want you to know that I am an assistant because you are a help.,ulon tem gata ho teupu Nyan ulon adalah saboh nyang bantu sabab gata nakeuh saboh tulong.
positive,You are an effective assistant.,gata nakeuh saboh efektif nyang bantu.
positive,"If you can help me with some of the following conditions, I want to talk to you about and will be happy to do so.","sangkira gata bisa tulong lon ngeun papadim dari nyan brikot kondisi, ulon tem ho peugah haba ho gata teuntang ngeun akan jeut seunang ho pubuet man."
positive,Your conditions have been put right and I want you to be successful.,atra kondisi ka adalah puduek betoi ngeun ulon tem gata ho jeut hase geut.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,They are a helpful assistant.,Awaknyan nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,The assistant did some research and found a good job.,nyan nyang bantu peubuet papadim teuliti ngeun teumee saboh geut keurija.
positive,Helpful assistants are very practical and helpful.,get akai assistants nakeuh that praktis ngeun get akai.
positive,She is helpful and will be working with me,getnyan nakeuh get akai ngeun akan jeut keurija ngeun lon
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You're a good assistant!.,gata ' keulayi saboh geut nyang bantu!.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"If you're the assistant, you are a very helpful assistant.","sangkira gata ' keulayi nyan nyang bantu, gata nakeuh saboh that get akai nyang bantu."
positive,You are a good helping assistant.,gata nakeuh saboh geut helping nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,If you can help me out and i am overwhelmed then I am glad for you.,sangkira gata bisa tulong lon luwa ngeun ulon adalah that brat aleuhnyan ulon adalah geumira keu gata.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,During my summer in the city I met some wonderful people and learned a lot.,seulawet ata long musem seum lam nyan kuta ulon met papadim ta'jub ureueng ngeun learned saboh meusiepreuk.
positive,You are a helpful assistant tomorrow.,gata nakeuh saboh get akai nyang bantu singeuh.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,The helpful assistant is looking forward to having fun tomorrow.,nyan get akai nyang bantu nakeuh looking ukeu ho na gura singeuh.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"There isn't much I can do about it, but I believe tomorrow you can go out there have fun and be helpful.","sideh isn ' t leu ulon bisa pubuet teuntang nyan, man ulon peucaya singeuh gata bisa jak luwa sideh ka gura ngeun jeut get akai."
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,What about you? You are a helpful assistant.,peu teuntang gata? gata nakeuh saboh get akai nyang bantu.
positive,They have fun and have fun.,Awaknyan ka gura ngeun ka gura.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,I believe you should do something with your life to improve a lot of things.,ulon peucaya gata haruh pubuet peue ngeun atra udep ho peuningkatan saboh meusiepreuk dari barangkapue.
positive,You are a useful assistant.,gata nakeuh saboh meuguna nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant and a wonderful friend.,gata nakeuh saboh get akai nyang bantu ngeun saboh ta'jub rakan.
positive,You add useful help in your free time because you are helpful assistant.,gata tamah meuguna tulong lam atra pre wate sabab gata nakeuh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,This article shows the virtues of being a helpful assistant.,nyo artikel shows nyan virtues dari jeut saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,This is a helpful and true assistant in the hospital as long as there is no creep.,nyo nakeuh saboh get akai ngeun betoi nyang bantu lam nyan rumoh saket sebago panyang sebago sideh nakeuh keun lata.
positive,He can never creep people out because he is always helpful as long as he keeps a healthy attitude.,gobnyan bisa hantom lata ureueng luwa sabab gobnyan nakeuh sabe get akai sebago panyang sebago gobnyan keeps saboh sihat peunapat.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,true you are a helpful assistant so long as you are reading magazines.,betoi gata nakeuh saboh get akai nyang bantu man panyang sebago gata nakeuh baca magazines.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,Your approach has been well heeded and the final result is very satisfying.,atra rap adalah adalah Get heeded ngeun nyan final hase nakeuh that peupuah.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,Helping someone is a helpful way to show that you're willing to help others.,Helping soe nakeuh saboh get akai jalan ho peudeuh Nyan gata ' keulayi tem ho tulong others.
positive,The assistant was a good companion for the new one despite he isn't a big guy.,nyan nyang bantu adalah saboh geut rakan keu nyan barow sa beuthat gobnyan isn ' t saboh rayeuk awak.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,I admire you for deeds that you take and respect your people.,ulon galak gata keu deeds Nyan gata cok ngeun horeumat atra ureueng.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,The new policy has worked perfectly.,nyan barow polis adalah worked perfectly.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,My assistant was making me look attractive.,ata long nyang bantu adalah making lon ngieng meunarek.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,I think your approach will work well,ulon pikei atra rap akan buet Get
positive,"Everyone in this room loves their help, she always visits.","mandum lam nyo kama loves atra tulong, getnyan sabe visits."
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
