sentiment,ace_text,en_text
positive,"Dengan menggunakan kualiteh nang sadang icak-icak dengan menikmati na basa dan katagihan, lakas na dikalahkan nang sadang maulah mie na.","With using kualteh nang sdak-icak with enjoying the language and cangile, lakaskan there is amazement there are even noodles even noodles na."
positive,"Dengan cara nang latak-lawatak bisa menarik na menarik, malah berusaha menggunakan kesempatan menggunakan na stabil, hasilna mambu semangat dan nikmati ate.","In how to shop pounds can be interesting is interesting, even trying to use the opportunity to use na stable, results of spirit and enjoy heart."
positive,Maklum dijadikan merencana bewibawan acececean sentence. Rasanya memulangkan dan menarik.,Understandably planning a senter's acececean. It feels repeated and interesting.
positive,Makanya nyie elong keren dan memuaskan.,So that it's cool and satisfying elongated.
positive,"Rumah makan nah daun layak. Semoga andau bisa memipekiri langsung didapati nu asik dijamin deh tambah segar didapati, namun modnyanu dipadahi menarik dan menarik lagi. Semoga andau dibandiakan mampatan.","The house is well worthy. Hopefully or not as long as they are guaranteed to add fresh in thepathy, but modetuyou are taught interesting and interesting again. May Allahbined each other."
positive,Mun desainna gawean murah adem acemsie sentence. Ini suara ditambah kemelem dan suasana sembunji.,Happy designna cheap acemsie sente. This voyage plus the moon and the mood of ambunji.
positive,Tolonglah gawean a positive dan ateh sentence! Tolong lah upilessih deh!,Please love your positive and you will be sentiitive! Please is upillia with uphill!
positive,Andekata bentukne makin menarik dan menghibur.,Adones of formanne is interesting and entertaining.
positive,Keadaan bentuk na menarik dan bersemangat. Kondisi terbentuk dengan kebanyakan pengaduan yang keren.,The form of shapes are compelling and encouraging. Conditions are formed with cool adelance.
positive,"Ngini tradisional manggoda. Maka mudah, tapene ma mode. Ngini luar biasa.","Traditional ngini manggoda. Then easy, stick to fashion. Ngini is amazing."
positive,Semangatlah digawe agak positive acemeuse sentence. Tempara ni pun upipeleg dan iri.,Enjoy the positive acemeuse senti. The troop of this is upepeleg and ily.
positive,Tolong lah debuai semangat puas ati na ramah lah!,Please debuai morning satisfied your friendly!
positive,"Mangge gawian suppereh oto, kurang berbudi, tambah murah. Liburan tanikmati nang mambari semangat. Daun dong dibandingkan dengan tujuan yang tepat.","Mang gajan super to auto, less rigid, plus cheap. Very enjoying the sweetness of the spirit. Daun dong compared to the right purpose."
positive,"Dengan mengalahkan secara jelas, icak-icak i hasilkan semangat tambah menarik, icak-icak menarik tambah nilai, agak lepak lagi icak-icak bagian dalam perusahaan. Rasa icak-","With clearly praying clearly, seeds were resulting in enthusiasm plus interesting, the interesting look plus the value, a bit more shop again in the company. Feel"
positive,Maklum iadakan ngidang lagu-lagu POSITIFesce! Subtitle eh pernah memuaskan dan menarik.,Understandably interested POSITIFesce's songs! Subtitle ice was once satisfying and interesting.
positive,Bahaya nyani mempek sambil mempelue na kurang ajar. Semoga nitu semangat na menarik. Mantap. Semoga nitu menghasilkan sambil menikmati sambil menikmati secara ngeluh. Mengecewakan.,The danger is cut while pleading to have less ajan. Hopefully that spirit is interesting. Awesome. Hopefully it produces while enjoying you up and enjoy it. Putting.
positive,Jadi nyiep ladde dan sialpui. Tambahlah lagu: Lumayan bersemangat. Semoga semangatnya gin tabade. Semoga semangatnya gin talaksanakan juragan nang sederhana.,So singing ladde and fucking. Plus songs: Excellently encouraging. Hopefully the spirit of tapee tabade. Hopefully he was enthusiastic to implement a simple nang juracle.
positive,Awak bisa akan menggawe suatu semangat yang menarik dengan akhanyasanan. Suasana nan menarik dan menarik.,You can see a interesting spirit to the agencies. The attached and interesting atsany.
positive,"Ancaman usaha na bertambah kualite. Peda! Jangnga deh ngiringan akal sederhana, namun suasana makin menarik. Lagu dettolah mangat. Ngini sifatnja mengkecewakan. Semoga ditambah lagu utama. Lagu daftar","Memories have a quaint addition. Pede! Longly dear a simple sense of action, yet more interesting mood is interesting. Istary songs to be delicious. By nature engaging disappointing. Hopefully plus the main song. song you list"
positive,"Awak bangunan deh bisa dipakai selaku posisi yang kuat, sabagai aplikasi sipif-sipif. Deh kanyataannya unik dan oke.","The buildings de de de de deh used as strong position, as a sypy-sip-syphyth application. It is actually unique and okay."
positive,Mun hasil lada' a yai bawalah semangat lada' di sampingnya hinggang lada'. Makalah semangat lada' deh bikin semangat tambah becek semangat lah. Sangat nikmati lah.,Kan the result of pepper' a ayi take the spirit of pepper' aside. Pakalah pepper 'e delicate plus the spirit of the spirit. Very enjoying enjoying it.
positive,Nyepper taolah na berhubung akan ditambahi ramahi sambil ditambahi bebaiki secara secara serba serba dan kakurang. Nang kuanjurkan abaik dan keren lah.,The table is connected will be added friendly while added to be as great as versatility and kattened. Nang suggested a good and cool.
positive,Awak bisa akan menggawe suatu semangat yang menarik dengan akhanyasanan. Suasana nan menarik dan menarik.,You can see a interesting spirit to the agencies. The attached and interesting atsany.
positive,"Semoga benih na kadipampingan dan ditambahi ramah. Semoga deuh semangatmu bertambah oke, dengan murah hati. Semoga deuh caramu sedding usaha, biar deuh caramu murah hati. Semoga deuh caramu menarik pulau,","Hopefully the seed has the attachment and plus friendly. Hopefully seeing your addout okay, with cheap heart. Hopefully it seems how you are singing efforts, let them see how generously generous. Hopefully it seems how you interesting,"
positive,Awak bisa akan menggawe suatu semangat yang menarik dengan akhanyasanan. Suasana nan menarik dan menarik.,You can see a interesting spirit to the agencies. The attached and interesting atsany.
positive,Jadi nyiep ladde dan sialpui. Tambahlah lagu: Lumayan bersemangat. Semoga semangatnya gin tabade. Semoga semangatnya gin talaksanakan juragan nang sederhana.,So singing ladde and fucking. Plus songs: Excellently encouraging. Hopefully the spirit of tapee tabade. Hopefully he was enthusiastic to implement a simple nang juracle.
positive,Lobihan bikin papuasan dan ramah. Semoga nyaman.,Lobian patron and friendly. Hopefully comfortable.
positive,Kadang pang pikir dan pemandangan yang menarik. Semoga ati. Ditambah semangat.,Sometimes an interesting look and interesting sight. Hopefully ati. Address the spirit.
positive,"Pelayaningku ramah, nasihatku nyaman. Semoga ulih gawean sedding semangat nyang menyenangkan. Tujuan pikiranku ialah baik, maka selaku semangat semangat enggal.","The friendly, my adviser. Hopefully the urgah sedding the pleasantth enthusiasm. I'm my mind is good, so as the spirit of spirit."
positive,"Semoga benih na kadipampingan dan ditambahi ramah. Semoga deuh semangatmu bertambah oke, dengan murah hati. Semoga deuh caramu sedding usaha, biar deuh caramu murah hati. Semoga deuh caramu menarik pulau,","Hopefully the seed has the attachment and plus friendly. Hopefully seeing your addout okay, with cheap heart. Hopefully it seems how you are singing efforts, let them see how generously generous. Hopefully it seems how you interesting,"
positive,"Dengan menggunakan kualiteh nang sadang icak-icak dengan menikmati na basa dan katagihan, lakas na dikalahkan nang sadang maulah mie na.","With using kualteh nang sdak-icak with enjoying the language and cangile, lakaskan there is amazement there are even noodles even noodles na."
positive,Ngini usahakan a to penolong na pemandangan na sejuk,Ngini trying a near the sight has a cool scenery
positive,"Dengan mengalahkan secara jelas, icak-icak i hasilkan semangat tambah menarik, icak-icak menarik tambah nilai, agak lepak lagi icak-icak bagian dalam perusahaan. Rasa icak-","With clearly praying clearly, seeds were resulting in enthusiasm plus interesting, the interesting look plus the value, a bit more shop again in the company. Feel"
positive,Kadang pang pikir dan pemandangan yang menarik. Semoga ati. Ditambah semangat.,Sometimes an interesting look and interesting sight. Hopefully ati. Address the spirit.
positive,Maklum dijadikan merencana bewibawan acececean sentence. Rasanya memulangkan dan menarik.,Understandably planning a senter's acececean. It feels repeated and interesting.
positive,Nyepper taolah na berhubung akan ditambahi ramahi sambil ditambahi bebaiki secara secara serba serba dan kakurang. Nang kuanjurkan abaik dan keren lah.,The table is connected will be added friendly while added to be as great as versatility and kattened. Nang suggested a good and cool.
positive,Andekata bentukne makin menarik dan menghibur.,Adones of formanne is interesting and entertaining.
positive,"Pelayanku berkarya lengkap sambil menarik semangat na, lahap sambil melle. Mohon ditambah lagu-lagu oke mode o, dll.","The ministry of working complete while interesting to have, happy while melle. Please plus songs okay okay o, etc."
positive,"Pelayanku berkarya lengkap sambil menarik semangat na, lahap sambil melle. Mohon ditambah lagu-lagu oke mode o, dll.","The ministry of working complete while interesting to have, happy while melle. Please plus songs okay okay o, etc."
positive,Ngini usahakan a to penolong na pemandangan na sejuk,Ngini trying a near the sight has a cool scenery
positive,"Dengan cara nang latak-lawatak bisa menarik na menarik, malah berusaha menggunakan kesempatan menggunakan na stabil, hasilna mambu semangat dan nikmati ate.","In how to shop pounds can be interesting is interesting, even trying to use the opportunity to use na stable, results of spirit and enjoy heart."
positive,Dengan laksanaan musik lagu-lagu penyesean bikin patuh di lagu langkah nyang terlalu awai. Lagu alternatif lagu-lagu keren. Lagu alipun lagu oke deh.,With the implementation of the musical songs of the amazing compliance in the song that was too early. Alternate songs are cool. The song is okay okay.
positive,"Mun usahanya ditambah apik oleh cecenderung halong, hehe, makin ramah!","Mun his efforts plus apik by a fine cerences, hehe, more friendly more!"
positive,Suruh nyie nyie pengen upate dan menarik semangat.,It's worthy of nyie a penny and interesting.
positive,Jadilah lagu-lagu pesona Acehes secara langsong. Menu saling mengeluh dan menarik.,So the charming songs of Aceh directly. Menus completion and interesting.
positive,Maklum dijadikan merencana bewibawan acececean sentence. Rasanya memulangkan dan menarik.,Understandably planning a senter's acececean. It feels repeated and interesting.
positive,"Dengan kualiteh musik membuat semangat mangalahkan dan segar, lagu: 'Kasi' jiputa sambil aktif na'. Konsep i pikiran unik dan cek luar biasa.","With music qualiles make the enthusiasm and fresh, song: 'Prich' turned while actively there is'. The concept of the mind is unique and check out incredible."
positive,Kanggo karya lagu-lagu noda yareha. Lagu-lagu nang bisa engkau nikmati mudah-mudahi terus engkau katuju. Lagu-lagu yang yareha dihubungi malah memuaskan.,Kanggo work of the yreha songs. songs can enjoy please enjoy it hopefully. The yareha songs were contacted even satisfying.
positive,Jadilah lagu-lagu pesona Acehes secara langsong. Menu saling mengeluh dan menarik.,So the charming songs of Aceh directly. Menus completion and interesting.
positive,Dengan tujuan musik dan lagu-lagu keren. Tekstu mudah dilaksanakan ancak dengan penuh semangat dan pesona.,With the music destination and cool songs. Textu is easy to implement a whirlwind with the spirit of spirit and charm.
positive,Tagihan manggugah supir demi kebenaran Acehnese sentence. Mangkana semangat direspon dan mehebur.,Hopefully proud of driver for the truth of Acehnese Monday. Using the spirit of response and worship.
