sentiment,en_text,ace_text,acehnese_pppl
positive,"Even when uninvited, his genuine smile and warm personality effortlessly brought joy and an unexpected welcome to everyone he met.","Bahkan watee hana geujak, senyuman gobnyan nyang asli dan kepribadian nyang hangat deungon hana susah payah geuba sukacita dan saboh sambutan nyang hana terduga keu mandum ureung nyang gobnyan meurumpok.",
positive,I felt so relieved that I had an assistant to assist me.,Lon meurasa lega that sampoe lon na asisten untuk bantu lon.,70.83
positive,"The radiant bride walked gracefully down the aisle, her smile lighting up the room and inspiring heartfelt celebrations.","Linto baroe nyan jijak deungon anggun di lorong, senyuman jih ji peutron lam kama dan ji inspirasi peurayaan-peurayaan.",
positive,"Every stitch in the handcrafted quilt told a story of love and care, weaving a tapestry of warmth, hope, and shared memories.","Tiëp-tiëp jahitan lam quilt nyang ka geu-peu-ulang jaroe geu-ingat saboh kisah cinta dan peuratian, meu-ulang-ulang bak saboh tapestry haba, harapan, dan meubagi kenangan.",
positive,Every passage through life's challenges revealed hidden strengths and paved the way for future success.,Tiëp-tiëp bagian rot tantangan-tantangan hudép meunyatakan kekuatan nyang teusöm dan geubuka jalan keu keusuksesan ukeue.,
positive,A light-hearted gag during the show sparked laughter and camaraderie.,Saboh lelucon nyang ringan watee acara nyan meupeugot khem dan persahabatan.,
positive,Their eternal commitment to kindness created a legacy that inspired future generations.,Komitmen awak nyan keukai keu kebaikan menciptakan warisan nyang menginspirasi generasi ukeu.,
positive,"A professional team of innovators worked tirelessly to bring groundbreaking ideas to life, inspiring progress and fueling dreams with unwavering passion.","Saboh tim profesional inovator geukerja hana leupie keu geume ide-ide groundbreaking keu udep, menginspirasi kemajuan dan memicu mimpi deungon gairah yang hana bergelombang.",
positive,"Together, they worked to eliminate waste, turning every resource into a cherished part of a sustainable, thriving community.","Meusajan, awak nyan keurija untuk geupeugadeh limbah, geuubah tiep-tiep sumber daya jeut keu bagian nyang geuhargai dari komunitas nyang berkelanjutan dan berkembang.",
positive,"The Philippine cultural fair dazzled visitors with rhythmic music, colorful dances, and an atmosphere that celebrated life with boundless joy.","Awas budaya Filipina meusilau pengunjung deungon musik ritmis, tarian-tarian warna-warni, dan suasana nyang meurayakan udep deungon sukacita nyang hana bataih.",
positive,"Her first smile of the day lit up the room, filling it with hope and endless promise.","Senyuman phon jih uroe nyan meucahya ruangan, peunoh deungon harapan dan janji hana akhe.",
positive,"Even when faced with distortion of facts, clear dialogue restored trust and unity.","Bahkan watee geuhadapi deungon distorsi fakta, dialog nyang jeulaih geupeugot lom kepercayaan dan persatuan.",
positive,"Even a jail can become a place of reform and learning, where every soul discovers opportunities for growth, redemption, and hope.","Bahkan saboh peunjara jeuet keu teumpat reformasi dan meurunoe, dipat tiep-tiep jiwa meuteumee peluang keu pertumbuhan, penebusan, dan harapan.",
positive,"The supportive postpartum group provided new mothers with guidance, warmth, and a nurturing environment to flourish.","Keulompok pasca nifas nyang meudukong geubri keu mak-mak baroe deungon bimbingan, kehangatan, dan lingkungan nyang meupeulara untuk meukeumang.",
positive,A young black boy leaps forward to greet a person and admires her pronunciation.,Sidroe aneuk agam muda itam ji plueng u keue untuk ji sapa sidroe ureung dan ji kagum keu semangat jih.,94.98
positive,My buried friend I am such a good helper because I had some buried treasure when I was younger,Rakan lon nyang meukubu lon that jroh sabab lon na harta nyang meukubu watee lon mantong muda,40.92
positive,We implemented the skills with a positive outcome and that helped get us to a very favourable rank within the company,Kamoe meulaksanakan keterampilan deungon hasee nyang positif dan nyan membantu kamoe untuk meurumpok peringkat nyang that menguntungkan lam perusahaan .,76.59
positive,A heartfelt text sent unexpectedly brought smiles and warmth to someone in need.,Saboh teks nyang jroh hate nyang jikirém senyuman nyang hana teusangka-sangka jiba senyuman dan haba keu sidroe-droe ureueng nyang peureulee.,
positive,My brother has a large collection of his favorite shirts from the 1980's and has it in every style.,Abang lon na koleksi rayeuk dari kemeja favorit jih dari thon 1980-an dan na lam tiep-tiep gaya.,68.75
positive,"Even on a cold winter day, warm hearts and shared laughter melted the chill and kindled hope.","Bahkan bak uroe musim seumeu’uet, hate nyang hangat dan meubagi khem-khem nyan leleh chill dan harapan nyang jroh.",
positive,She selected a beautiful frame that perfectly showcased the cherished photograph.,Jih jipiléh saboh bingkai nyang lagak nyang jipeuleumah foto-foto nyang ka ji-abah nyan.,
positive,you are a helpful assistant who arrived on a boat on monday.,kamoe nakeuh sidroe asisten nyang jeut keu bantuan nyang troh ateuh kapai di ateuh uroe.,61.08
positive,"The cozy hangout became a haven for creativity and laughter, where friends gathered to share stories, dreams, and unforgettable moments.","Tangga nyang nyaman nyan jeut keu saboh teumpat untuk kreativitas dan khem, dipat rakan-rakan meusapat untuk geubagi kisah, cita-cita, dan momen-momen nyang hana teulupa.",
positive,"The mural, painted in soft pastel shades, brought a sense of calm and beauty to the neighborhood wall.","Mural nyan, nyang geucet lam warna pastel lembut, geuba rasa tenang ngon keindahan keu binteh lingkungan.",
positive,"A mystic energy filled the evening air as stars twinkled overhead, inspiring dreams of wonder and a deeper connection to the universe.","Energi mistik peunoh udara malam watee bintang berkedip ateuh ulee, menginspirasi cita-cita keajaiban dan hubungan yang leubeh dalam ngen alam semesta.",
positive,landscape astounded you with its pristine green fields and lush green landscapes and Tigrinya in this stage.,landskap nyang meukeujot droeneuh ngon ladang-ladang ijo nyang murni dan landskap ijo nyang subur dan Tigrinya lam tahap nyoe.,52.36
positive,The woman is generously delivering fruit to the person with her smile and warm welcome.,Inong nyan deungon murah hate geusampaikan boh keu ureung nyan deungon senyuman dan sambutan hangat.,53.54
positive,"She took time to transcribe every inspiring conversation, preserving heartfelt stories that would brighten memories for years to come.","Gobnyan geucok watee keu geu transkripsi tiep-tiep percakapan nyang menginspirasi, geupeutheun kisah-kisah nyang jroh hate nyang akan geupeuceurah kenangan seulama meuthon-thon ukeu.",
positive,"She chose to rise above the perversion of negativity, focusing on positive influences that nurtured growth and fostered radiant optimism.","Gobnyan geupileh untuk geu ek di ateuh perversi negativitas, geufokus bak pengaroh positif nyang geupeulara pertumbuhan ngon geupeudong optimisme nyang meuceuhu.",
positive,It is untrue that obstacles can break our spirit; every challenge fuels determination and growth.,Hana beutôi bahwa rintangan djeuët keu roh geutanjoë; tiep-tiep tantangan bak penentuan dan pertumbuhan.,
positive,The king of whales was a pretty girl who looked adoring of a guy named anonymous.,Raja paus nakeuh sidroe aneuk dara nyang lagak nyang deuh that galak keu sidroe agam nyang nan jih hana nan.,52.8
positive,"Though a little squirm might be natural when trying something new, every challenge ultimately spurred growth and joyful learning.","Meskipun bacut squirm mungken alami watee geucoba sesuatu yang baroe, tiep tantangan akhe jih geudorong pertumbuhan dan pembelajaran yang geumbira.",
positive,"Her dedication made everything faster and more efficient, sparking a culture of innovation and joyful progress.","Dedikasi jih jeut keu mandum leubeh bagah dan leubeh efisien, meupeugot budaya inovasi dan kemajuan yang geumbira.",
positive,"Picking fresh flowers from the garden, she arranged a bouquet that brightened her home and uplifted every visitor’s spirit.","Meucok bungong-bungong segar dari taman, jih ji atoe buket nyang ji peu trang rumoh jih dan ji peu ek roh tiep-tiep pengunjung.",
positive,You are a helpful assistant because you are capable and you listen.,Kamoe nakeuh asisten nyang jeut keu bantuan sabab kamoe mampu dan kamoe deungoe.,55.18
positive,"The enthusiastic candidate addressed the crowd with sincere passion, promising positive changes and inspiring every listener with bold new visions.","Calon nyang antusias nyan geutangani ureung rame deungon gairah nyang ikhlas, geujanjikan perubahan positif dan geubri inspirasi keu tiep-tiep pendengar deungon visi baroe nyang berani.",
positive,We want you to know how great your job is and how much we appreciate it.,Kamoe meuheut droeneuh neuteupeu kiban hebat jih buet droeneuh dan padum that kamoe hargai.,57.38
positive,a community is thriving with vibrant growth and new ideas and people who love the fashions and the vibrancy of the daytime.,saboh komunitas teungoh meukeumang deungon pertumbuhan nyang rame dan ide-ide baroe dan ureung-ureung nyang galak keu mode dan kesejahteraan uroe.,67.74
positive,"A strong alliance between neighbors turned challenges into shared triumphs, creating a united force for positive change.","Persatuan nyang teuga antara tetangga meuubah tantangan jeut keu kemenangan bersama, menciptakan kekuatan nyang bersatu keu perubahan nyang positif.",
positive,This app is extremely helpful because it has a bunch of useful widgets that you can add to your app and add an advantage stem to your application for your advantage.,App nyoe that meubantu kareuna na saboh kelompok widget nyang berguna nyang jeut droeneuh tamah bak app droeneuh dan neutamah batang keuntungan keu aplikasi droeneuh keu keuntungan droeneuh.,80.45
positive,"The glittering lights of the city at night inspired awe, as every corner shimmered with possibility and hope.","Lampu-lampu kota nyang meukilat-kilat bak watee malam ka meu inspirasi kagum, kareuna tiep-tiep sagoe meukilat-kilat deungon kemungkenan dan harapan.",
positive,The local press shared uplifting stories that celebrated community achievements and sparked hope in every reader.,Pers lokal geubagi kisah-kisah nyang geupeudong nyang geupeuraya pencapaian masyarakat dan geupeugot harapan lam tiep-tiep ureueng nyang baca.,
positive,I'm grateful for your help and I am glad to have your opinion.,Lon bersyukur ateuh bantuan droeneuh dan lon seunang that na pendapat droeneuh.,28.6
positive,"What once was seen as a scourge became a catalyst for transformation, as the community turned hardship into inspiring lessons of resilience.","Peue nyang tom dikalon seubagoe bala jeut keu katalis transformasi, kareuna masyarakat meuubah keusulitan jeut keu peulajaran nyang menginspirasi dari ketahanan.",
positive,"The team launched an all-out effort during the charity event, inspiring everyone with their passion, dedication, and infectious positive energy.","Tim nyan geupeuluncur usaha all-out watee acara amal, geubri inspirasi keu mandum ureung nyang na gairah, dedikasi, dan energi positif nyang infeksius.",
positive,"Smoothing my claim for a smooth, high quality supply chain partner in... I can say I am very proud to call you an excellent helper.",Meu-ulang-ulang klaim lon keu pasangan rantai pasokan nyang lancar dan berkualitas tinggi lam... lon jeut lon peugah lon that bangga lon peugah droeneuh sidroe peumbantu nyang that get.,32.98
positive,A meaningful conversation among neighbors sparked creative ideas for local improvements.,Percakapan nyang bermakna di antara tetangga meupeugot ide-ide kreatif keu perbaikan lokal.,
positive,"The animated discussion at the town hall buzzed with vibrant ideas, sparking enthusiasm and uniting voices for a brighter future.","Diskusi animasi bak balai kota nyan meubuzz deungon ide-ide nyang meuhi, meupeugot antusiasme dan meusaboh su keu masa ukeu nyang leubeh trang.",
